"wage","exper","school","rural","year","age","hours","trad","min","con","bus","fin","boom_twn"
5.97254358091588,4,12,0,2020,22,1926,0,0,0,1,0,1
11.5746621184527,5,12,0,2021,23,1746,0,0,0,1,0,1
14.7114857593948,6,12,0,2022,24,2500.1,0,0,0,1,0,1
18.9062122621052,7,12,0,2023,25,2577.2,0,0,0,1,0,1
16.8422543004312,8,12,0,2024,26,2588,0,0,0,1,0,1
11.3483721236181,9,12,0,2025,27,2736.8,0,0,0,1,0,1
14.824029741333,2,11,0,2018,19,1794,1,0,0,0,0,1
19.0358160897743,5,11,0,2021,22,859,1,0,0,0,0,1
14.5128406329076,7,11,0,2023,24,2398.25,1,0,0,0,0,1
12.0524406016521,8,11,0,2024,25,2396,1,0,0,0,0,1
17.6730600377631,2,10,0,2018,18,1216,1,0,0,0,0,1
19.5212774597361,3,10,0,2019,19,1862,1,0,0,0,0,1
17.08740519334,4,10,0,2020,20,1165,1,0,0,0,0,1
10.3691412884631,5,10,0,2021,21,1116,1,0,0,0,0,1
12.3567717826602,6,10,0,2022,22,2307,1,0,0,0,0,1
10.5909234277529,7,10,0,2023,23,2080,1,0,0,0,0,1
21.2234581818089,8,10,0,2024,24,2256,1,0,0,0,0,1
12.5044945402383,9,10,1,2025,25,2221,1,0,0,0,0,1
16.9320623035626,2,14,0,2018,22,440,1,0,0,0,0,0
12.2979212974774,3,14,0,2019,23,440,1,0,0,0,0,0
23.3553672458219,4,14,0,2020,24,440,1,0,0,0,0,0
21.3019753932199,5,14,0,2021,25,440,1,0,0,0,0,0
20.0627920443816,6,14,0,2022,26,1320,1,0,0,0,0,0
10.0780841566119,7,14,0,2023,27,1674,1,0,0,0,0,0
20.4540045570039,3,11,0,2018,20,2260,1,0,0,0,0,0
11.1725083412196,4,11,0,2019,21,1855,1,0,0,0,0,0
12.8748157171011,5,11,0,2020,22,2000,1,0,0,0,0,0
21.614038491909,6,11,0,2021,23,2000,1,0,0,0,0,0
14.0171046690108,8,11,0,2023,25,2366,1,0,0,0,0,0
18.5112358694937,9,11,0,2024,26,2315,1,0,0,0,0,0
26.7465821108798,5,15,0,2021,26,2366,0,0,0,1,0,0
28.5651084153442,7,15,0,2023,28,2050,0,0,0,1,0,0
28.7348593662445,8,15,0,2024,29,2000,0,0,0,1,0,0
26.212083541985,9,15,0,2025,30,2000,0,0,0,1,0,0
23.2955951022963,8,12,0,2023,26,2000,0,0,1,0,0,1
22.310298559031,9,12,0,2024,27,2437.4,1,0,0,0,0,1
5.55205900125213,10,12,0,2025,28,2474.45,1,0,0,0,0,1
15.9514271268401,2,11,0,2018,19,735,1,0,0,0,0,1
17.6843876193616,3,11,0,2019,20,1818,1,0,0,0,0,1
20.4395477158434,3,12,1,2018,21,2522,0,0,0,1,0,0
21.4362525313513,4,12,0,2019,22,2405,0,0,0,1,0,0
21.6996172082583,5,12,0,2020,23,2363,0,0,0,1,0,0
18.6923405051569,6,12,0,2021,24,2320,0,0,0,1,0,0
12.7939835470716,7,12,0,2022,25,2391.5,0,0,0,1,0,0
16.8721294449679,8,12,0,2023,26,2448.5,0,0,0,1,0,0
22.8341548109536,9,12,0,2024,27,2425.25,0,0,0,1,0,0
10.1299615115485,3,12,0,2018,21,1973,0,0,0,0,1,0
7.13071861029596,4,12,0,2019,22,1918,0,0,0,0,1,0
6.61486778302426,5,12,0,2020,23,1773,0,0,0,0,1,0
7.84687148766084,6,12,0,2021,24,1863,0,0,0,0,1,0
19.8020054113698,7,12,0,2022,25,1336,0,0,0,0,1,0
15.7199221016266,5,12,0,2020,23,2230,1,0,0,0,0,1
12.9849000544548,8,12,0,2023,26,2000,0,0,1,0,0,1
17.996905705152,10,12,0,2025,28,2000,0,0,0,1,0,1
14.5480307003619,2,13,0,2018,21,2479.85,1,0,0,0,0,0
9.36509899919338,3,13,0,2019,22,2494.1,1,0,0,0,0,0
18.6610942597217,4,13,0,2020,23,2495,1,0,0,0,0,0
15.899408663655,5,13,0,2021,24,2495,1,0,0,0,0,0
21.8845232143969,6,13,0,2022,25,2516.6,1,0,0,0,0,0
12.5200028937795,7,13,0,2023,26,2496.8,1,0,0,0,0,0
17.0195801660151,8,13,0,2024,27,2482.25,1,0,0,0,0,0
24.3074343139107,9,13,0,2025,28,2300,1,0,0,0,0,0
20.4009607923333,2,14,0,2018,22,1218,1,0,0,0,0,0
5.51917202160401,5,12,0,2021,23,2200,1,0,0,0,0,1
18.8922430817725,7,12,0,2023,25,2379,0,0,0,1,0,1
19.6806882666058,2,12,0,2018,20,2390,1,0,0,0,0,0
19.1441586513443,3,12,0,2019,21,2150,1,0,0,0,0,0
13.5097184294328,4,12,0,2020,22,2411.75,1,0,0,0,0,0
7.0074158338098,5,12,0,2021,23,1989,1,0,0,0,0,0
19.1603617521848,7,12,0,2023,25,2080,1,0,0,0,0,0
10.819882882785,8,12,0,2024,26,2400,1,0,0,0,0,0
13.125345315469,9,12,0,2025,27,2407.25,1,0,0,0,0,0
10.1645607983067,4,12,0,2018,22,1990,1,0,0,0,0,1
15.0043553944151,11,12,0,2025,29,2361.05,1,0,0,0,0,1
14.143433094397,9,12,0,2025,27,2104,1,0,0,0,0,0
9.12389495283456,2,11,0,2018,19,1727,1,0,0,0,0,0
13.8312205535469,3,11,0,2019,20,1960,1,0,0,0,0,0
20.3877013640673,4,11,0,2020,21,2000,1,0,0,0,0,0
14.5587517825698,5,11,0,2021,22,2000,1,0,0,0,0,0
12.7338486991822,6,11,0,2022,23,2386.4,1,0,0,0,0,0
11.8734448886649,7,11,0,2023,24,2402,1,0,0,0,0,0
8.35090833173699,8,11,0,2024,25,2399.75,1,0,0,0,0,0
9.57301522385902,9,11,0,2025,26,2417,1,0,0,0,0,0
15.6131777373533,2,13,0,2018,21,2040,0,0,1,0,0,1
23.0408518484258,3,13,1,2019,22,1245,0,0,1,0,0,1
32.7450104432384,4,13,1,2020,23,600,0,0,1,0,0,1
18.8893643658487,5,13,1,2021,24,1000,0,0,1,0,0,1
25.7327536320715,8,13,0,2024,27,2483,1,0,0,0,0,1
21.3167600441808,4,12,1,2018,22,1272,1,0,0,0,0,0
13.2402568978004,4,14,0,2020,24,2408.6,1,0,0,0,0,0
19.9679379776899,6,14,0,2022,26,2457.8,0,0,0,1,0,0
11.8179703516809,7,14,0,2023,27,2050,1,0,0,0,0,0
15.6882679214732,9,10,0,2024,25,2519.3,1,0,0,0,0,1
15.2572834207413,9,13,0,2025,28,1825,0,0,0,1,0,0
9.20218713930197,3,10,0,2018,19,412,1,0,0,0,0,0
13.051056910722,5,10,0,2020,21,1328,1,0,0,0,0,0
6.64799935386081,6,10,0,2021,22,1980,1,0,0,0,0,0
3.29100334435291,7,10,0,2022,23,1700,1,0,0,0,0,0
12.1153181342725,8,10,0,2023,24,2097,1,0,0,0,0,0
11.3500588281781,9,10,0,2024,25,2128,1,0,0,0,0,0
13.8739237789261,10,10,0,2025,26,1883,1,0,0,0,0,0
10.864459572786,5,12,0,2021,23,646,0,0,0,1,0,0
15.1405670775654,6,12,0,2022,24,2250,1,0,0,0,0,0
15.8685941562964,4,14,0,2021,24,2000,0,0,1,0,0,1
22.0889382896821,6,14,0,2023,26,2000,0,0,1,0,0,1
12.6652561627798,7,14,0,2024,27,1975,0,0,1,0,0,1
18.1474934257476,2,12,0,2018,20,2385.5,0,0,1,0,0,0
10.7356021347336,3,12,0,2019,21,2378,0,0,1,0,0,0
11.9842801041653,4,12,0,2020,22,2110,0,0,1,0,0,0
17.7572602559351,5,12,0,2021,23,2000,0,0,0,1,0,0
21.0653150024552,7,12,0,2023,25,2233,1,0,0,0,0,0
16.1375426640682,8,12,0,2024,26,2402,1,0,0,0,0,0
17.4257111852717,9,12,0,2025,27,2471,1,0,0,0,0,0
6.48622873742528,3,10,0,2019,19,1220,1,0,0,0,0,1
12.6168138218681,2,12,0,2018,20,1920,1,0,0,0,0,1
14.0879128873794,3,12,0,2019,21,1671,1,0,0,0,0,1
18.9794939570169,4,12,0,2020,22,1930,1,0,0,0,0,1
11.5335821400833,5,12,0,2021,23,1590,1,0,0,0,0,1
25.6114603656523,7,12,0,2023,25,2463.2,1,0,0,0,0,1
23.0425397864251,8,12,0,2024,26,2484.5,1,0,0,0,0,1
16.5096359967529,9,12,0,2025,27,2534,1,0,0,0,0,1
20.123530010797,2,13,0,2018,21,2000,0,0,1,0,0,0
25.4610454055373,3,13,0,2019,22,1340,0,0,1,0,0,0
20.7113647174816,5,13,0,2021,24,2439.2,0,0,1,0,0,0
18.3000241116521,6,13,0,2022,25,2280,0,0,1,0,0,0
26.7179331298451,7,13,0,2023,26,2395,0,0,1,0,0,0
16.0708551971452,8,13,0,2024,27,2324,0,0,1,0,0,0
13.4611816027419,9,13,0,2025,28,2427.2,0,0,1,0,0,0
14.7434891208429,3,12,0,2018,21,1156,0,0,0,1,0,1
22.2106362613797,2,12,0,2018,20,1524,1,0,0,0,0,0
18.6417386670942,3,12,0,2019,21,2220,1,0,0,0,0,0
24.1580887510745,9,12,0,2025,27,2524.25,1,0,0,0,0,0
18.4950114443871,5,11,0,2022,22,2366,0,0,0,0,1,0
9.23911084515281,6,11,0,2023,23,2204,0,0,0,0,1,0
19.5796307736268,7,11,0,2024,24,2214,0,0,0,0,1,0
13.7338996290667,8,11,0,2025,25,2252,0,0,0,0,1,0
17.3686511153924,2,13,0,2018,21,622,1,0,0,0,0,0
18.4089728732895,3,13,0,2019,22,1455,1,0,0,0,0,0
7.31189803945751,4,13,0,2020,23,1960,1,0,0,0,0,0
22.7761052961113,5,13,0,2021,24,2000,1,0,0,0,0,0
20.3011881711573,6,13,0,2022,25,2000,1,0,0,0,0,0
7.80408568981523,7,13,0,2023,26,1544,1,0,0,0,0,0
13.9945142169888,8,13,0,2024,27,1376,1,0,0,0,0,0
6.71916154351039,9,13,0,2025,28,2228,1,0,0,0,0,0
21.1220161768667,1,14,0,2018,21,1641,1,0,0,0,0,0
16.3129958661282,2,14,0,2019,22,2220,0,0,0,0,1,0
12.5281191114225,3,14,0,2020,23,2371.7,0,0,0,0,1,0
15.5308997703545,4,14,0,2021,24,2367.2,0,0,0,0,1,0
14.7741265473938,5,14,0,2022,25,1926,0,0,0,0,1,0
27.8578563236134,4,13,0,2019,23,2000,0,0,0,1,0,1
25.4685992136924,6,13,0,2021,25,2361.2,0,0,0,1,0,1
27.8039114769022,7,13,0,2022,26,2330,0,0,0,1,0,1
27.0873841620581,8,13,0,2023,27,2260,0,0,0,1,0,1
21.0090129713265,9,13,0,2024,28,2260,0,0,0,1,0,1
15.2321736180322,10,13,0,2025,29,2260,0,0,0,1,0,1
18.4326547573413,5,12,0,2019,23,2000,0,0,0,1,0,1
15.7946011625411,5,12,0,2018,23,2000,1,0,0,0,0,0
13.3978819756298,6,12,0,2019,24,2000,1,0,0,0,0,0
16.4626384977867,7,12,0,2020,25,2000,1,0,0,0,0,0
12.8264880965836,8,12,0,2021,26,2000,1,0,0,0,0,0
13.9456260154209,9,12,0,2022,27,2000,1,0,0,0,0,0
16.3886862290954,10,12,0,2023,28,2000,1,0,0,0,0,0
8.28972754562349,11,12,0,2024,29,2000,1,0,0,0,0,0
13.745548635571,12,12,0,2025,30,2000,1,0,0,0,0,0
7.79180162357469,2,11,1,2018,19,2547.2,1,0,0,0,0,0
20.0981545675582,3,11,0,2019,20,2478.5,1,0,0,0,0,0
5.22344888195581,4,11,0,2020,21,2378,1,0,0,0,0,0
5.75154939466925,5,11,1,2021,22,2414,0,0,0,1,0,0
7.89662814307065,6,11,1,2022,23,2456,0,0,0,1,0,0
10.2345679802627,7,11,1,2023,24,2522,0,0,0,1,0,0
20.0603492786617,8,11,1,2024,25,2414,0,0,0,1,0,0
24.4420139847939,9,11,0,2025,26,2395.4,0,0,0,1,0,0
12.1664557664589,4,12,0,2018,22,2000,0,0,0,1,0,0
21.5222759931907,6,12,0,2020,24,2000,1,0,0,0,0,0
15.8977275374593,7,12,0,2021,25,2000,0,0,0,1,0,0
17.6647250318806,9,12,0,2023,27,2020,1,0,0,0,0,0
19.9487366823987,10,12,0,2024,28,2000,1,0,0,0,0,0
18.9310943593297,4,10,0,2019,20,1915,1,0,0,0,0,1
15.8552537671883,5,10,0,2020,21,1802,1,0,0,0,0,1
19.21365396161,9,12,0,2023,27,2000,1,0,0,0,0,0
13.6950637343287,10,12,0,2024,28,2340,1,0,0,0,0,0
7.73387291043158,2,10,0,2018,18,1038,0,0,0,0,1,0
6.3901564430377,3,10,0,2019,19,1067,0,0,1,0,0,0
14.7948750312254,4,10,0,2020,20,752,1,0,0,0,0,0
19.4371265269362,5,10,0,2021,21,1408,1,0,0,0,0,0
17.2509172822339,6,10,0,2022,22,1936,1,0,0,0,0,0
11.4482415505185,7,10,0,2023,23,2463.65,1,0,0,0,0,0
12.0221676177997,8,10,0,2024,24,2465,1,0,0,0,0,0
15.9368760266149,9,10,0,2025,25,2075,1,0,0,0,0,0
15.6132737755091,1,12,0,2018,19,1663,1,0,0,0,0,0
9.84157946795435,2,12,0,2019,20,2102,0,0,0,1,0,0
8.41060427861328,4,12,0,2021,22,2511.65,1,0,0,0,0,0
12.971754342421,5,12,0,2022,23,2421.65,1,0,0,0,0,0
13.1211627854583,6,12,0,2023,24,2260,1,0,0,0,0,0
7.51857225976129,7,12,0,2024,25,2440.4,0,0,0,1,0,0
9.73934856396289,6,9,1,2018,21,2376.65,1,0,0,0,0,1
8.76789604172463,7,9,1,2019,22,2378,1,0,0,0,0,1
15.4537859938995,8,9,1,2020,23,2378,1,0,0,0,0,1
13.4742745263164,9,9,1,2021,24,2378,1,0,0,0,0,1
12.7124777733764,11,9,1,2023,26,2375.9,1,0,0,0,0,1
15.1923300749094,12,9,1,2024,27,2375.45,1,0,0,0,0,1
14.7929311300199,3,12,1,2018,21,2000,0,0,1,0,0,0
13.2163553209326,4,12,1,2019,22,1880,0,0,1,0,0,0
12.7100926231257,5,12,1,2020,23,2200,0,0,1,0,0,0
19.9854226586859,6,12,1,2021,24,2060,0,0,1,0,0,0
14.2166732899563,7,12,1,2022,25,2000,0,0,1,0,0,0
15.1258515535435,8,12,1,2023,26,2190,0,0,1,0,0,0
11.2697748665206,9,12,1,2024,27,1945,0,0,1,0,0,0
24.0813689810972,10,12,1,2025,28,1945,0,0,1,0,0,0
16.0431200052316,12,11,0,2024,29,2400.5,0,0,0,0,1,1
34.7632312835543,3,14,0,2020,23,376,0,0,0,1,0,0
21.0364592855541,7,14,0,2024,27,2168,0,0,1,0,0,0
25.0582756444673,4,13,0,2019,23,1740,0,0,0,1,0,0
13.6951408847053,6,13,0,2021,25,2378,0,0,0,1,0,0
20.4165265491571,7,13,0,2022,26,2378,0,0,0,1,0,0
27.4550484169952,8,13,0,2023,27,2100,0,0,0,1,0,0
24.1562391455893,9,13,1,2024,28,2372.15,1,0,0,0,0,0
16.2222602972669,5,12,0,2018,23,2000,0,0,1,0,0,0
16.8117510191369,6,12,0,2019,24,2000,0,0,1,0,0,0
7.30958150244422,7,12,0,2020,25,2000,0,0,1,0,0,0
22.2917613638546,8,12,0,2021,26,2000,0,0,1,0,0,0
17.2511192343537,9,12,0,2022,27,2000,0,0,1,0,0,0
17.8395320417943,10,12,0,2023,28,2000,0,0,1,0,0,0
19.0434157288827,11,12,1,2024,29,2000,0,0,1,0,0,0
12.5359828942408,12,12,1,2025,30,2000,0,0,1,0,0,0
7.74181659555287,2,14,0,2018,22,1320,1,0,0,0,0,0
18.8403243069682,3,14,0,2019,23,2184,0,0,0,0,1,0
10.6960585577266,4,14,0,2020,24,2230,0,0,0,0,1,0
19.8502301441948,6,14,0,2022,26,2260,0,0,0,0,1,0
21.7731663279514,7,14,0,2023,27,2260,0,0,0,0,1,0
18.3840170910124,8,14,0,2024,28,2400.2,0,0,0,0,1,0
14.7729890076475,9,14,0,2025,29,2371,0,0,0,0,1,0
20.0613842171554,5,12,0,2018,23,1844,1,0,0,0,0,0
20.071353911098,6,12,0,2019,24,1844,1,0,0,0,0,0
13.2548420512559,7,12,0,2020,25,1970,1,0,0,0,0,0
8.2276614356596,8,12,0,2021,26,1920,1,0,0,0,0,0
15.8400788157026,9,12,0,2022,27,1650,1,0,0,0,0,0
18.5244160011045,10,12,0,2023,28,1740,1,0,0,0,0,0
12.0564825095839,11,12,0,2024,29,1880,1,0,0,0,0,0
13.9908467384421,12,12,0,2025,30,1670,1,0,0,0,0,0
19.9363831326353,2,13,0,2018,21,2000,0,0,1,0,0,1
11.7597447374389,3,13,0,2019,22,2000,0,0,1,0,0,1
10.1410321984944,4,13,0,2020,23,2000,0,0,1,0,0,1
15.9892499291698,6,13,0,2022,25,2100,0,0,1,0,0,1
11.9313694358613,7,13,0,2023,26,2000,0,0,1,0,0,1
32.7269744899182,8,13,0,2024,27,2000,0,0,1,0,0,1
27.7799437991135,9,13,0,2025,28,2000,0,0,1,0,0,1
20.1581053444967,5,8,0,2018,19,2080,1,0,0,0,0,1
14.0840134447848,7,8,0,2020,21,2000,1,0,0,0,0,1
12.6738154002451,8,8,0,2021,22,2000,0,1,0,0,0,1
19.8467383574419,9,8,0,2022,23,2000,0,1,0,0,0,1
20.9731686832003,12,8,0,2025,26,2000,0,1,0,0,0,1
6.07767048271079,6,11,0,2019,23,2445.5,1,0,0,0,0,0
13.8021445117993,10,11,0,2023,27,2426.75,1,0,0,0,0,0
16.081944365833,3,12,0,2018,21,1480,1,0,0,0,0,1
12.4862466336097,4,12,0,2019,22,1480,1,0,0,0,0,1
13.5127945915849,5,12,0,2020,23,1480,1,0,0,0,0,1
21.2614072658722,6,12,0,2021,24,1480,1,0,0,0,0,1
23.8458508305702,7,12,0,2022,25,1940,1,0,0,0,0,1
12.0164519103186,2,15,0,2018,23,2596.55,1,0,0,0,0,0
14.9979398175809,3,15,0,2019,24,2697.8,0,1,0,0,0,0
24.8842975018477,4,15,0,2020,25,2697.8,0,1,0,0,0,0
26.5925495639853,6,15,0,2022,27,2447,0,1,0,0,0,0
20.2198319489948,7,15,0,2023,28,2567,0,1,0,0,0,0
22.4293632946221,8,15,0,2024,29,2650.7,0,1,0,0,0,0
14.004713284338,9,15,0,2025,30,2414.75,0,1,0,0,0,0
12.4563056485636,4,8,1,2018,18,2000,0,0,0,1,0,0
14.3374832957911,5,8,1,2019,19,1840,0,0,1,0,0,0
9.28473455890722,6,8,1,2020,20,1760,1,0,0,0,0,0
15.8221084419636,7,8,1,2021,21,1975,1,0,0,0,0,0
10.3211503558816,9,8,0,2023,23,2230,0,0,1,0,0,0
15.7707559793832,10,8,0,2024,24,2075,0,0,1,0,0,0
8.8579575239367,11,8,1,2025,25,2000,1,0,0,0,0,0
9.07655759511132,8,8,1,2018,22,1760,0,0,1,0,0,0
6.77805960945435,5,12,0,2019,23,2230,1,0,0,0,0,0
25.3883205615739,7,12,0,2021,25,2000,1,0,0,0,0,0
24.4450083466045,10,12,0,2024,28,2075,1,0,0,0,0,0
21.818188834438,11,12,0,2025,29,2556.5,1,0,0,0,0,0
11.2626059336152,2,10,0,2018,18,2420,0,0,1,0,0,1
17.5502900610823,3,10,0,2019,19,2006,0,0,1,0,0,1
11.3056356094939,7,10,0,2023,23,2384,1,0,0,0,0,1
26.2058392189781,8,10,0,2024,24,2000,0,0,0,1,0,1
20.5741927810382,5,13,0,2019,24,1962,1,0,0,0,0,0
18.8824706800761,1,12,1,2018,19,1064,1,0,0,0,0,1
7.55230022454019,2,12,1,2019,20,1104,1,0,0,0,0,1
3.30357646736903,3,12,1,2020,21,2502.8,1,0,0,0,0,1
7.69710153601737,4,12,0,2021,22,2565.5,1,0,0,0,0,1
10.4815880258142,7,12,0,2024,25,2553.95,1,0,0,0,0,1
11.2146701288816,3,12,0,2018,21,1590,0,0,0,1,0,0
13.8455182865822,5,12,0,2020,23,2361.05,1,0,0,0,0,0
7.2027230683033,6,12,0,2021,24,2248,1,0,0,0,0,0
7.2089759119236,7,12,0,2022,25,2369,1,0,0,0,0,0
18.0350836257364,8,12,0,2023,26,2000,1,0,0,0,0,0
12.7959962489569,9,12,0,2024,27,1985,1,0,0,0,0,0
14.8968049185824,10,12,0,2025,28,2451.2,0,0,0,1,0,0
11.8934769323515,2,10,0,2018,18,2375,1,0,0,0,0,1
19.8513024844391,3,10,0,2019,19,2260,1,0,0,0,0,1
10.9763147137899,4,10,0,2020,20,2075,1,0,0,0,0,1
19.7431748208019,5,10,0,2021,21,2361.35,1,0,0,0,0,1
24.3481100952069,12,12,0,2025,30,2360.15,1,0,0,0,0,1
7.05466479665728,4,10,0,2018,20,1915,1,0,0,0,0,1
16.9317765669662,5,10,0,2019,21,2000,1,0,0,0,0,1
12.4044731952662,6,10,0,2020,22,2000,1,0,0,0,0,1
15.0626075026531,7,10,0,2021,23,2000,1,0,0,0,0,1
12.686085451261,8,10,0,2022,24,1400,1,0,0,0,0,1
12.7288075250339,9,10,0,2023,25,1916,1,0,0,0,0,1
21.8462764080555,10,10,0,2024,26,1440,1,0,0,0,0,1
16.0557045456435,3,12,0,2019,21,2040,1,0,0,0,0,1
22.4099008896524,3,13,0,2018,22,2116,0,0,0,0,1,0
16.7260130001888,4,13,0,2019,23,2022,0,0,0,0,1,0
10.344015649472,5,13,0,2020,24,2205,0,0,0,0,1,0
16.8347231011281,6,13,0,2021,25,2055,0,0,0,0,1,0
20.4184362128913,7,13,0,2022,26,2528.45,0,0,0,0,1,0
11.9911768964941,8,13,0,2023,27,2414,0,0,0,0,1,0
15.7361171496021,9,13,0,2024,28,2492,0,0,0,0,1,0
14.6803554632203,10,13,0,2025,29,2507.75,0,0,0,0,1,0
19.5387698071045,3,11,0,2019,20,2000,0,0,0,0,1,0
22.4115001100118,6,11,0,2022,23,2145,0,0,1,0,0,0
13.6634722577345,7,11,0,2023,24,2210,0,0,1,0,0,0
7.40898523724217,8,11,0,2024,25,1950,0,0,1,0,0,0
13.8565595867393,9,11,0,2025,26,2135,0,0,1,0,0,0
14.8139575678207,3,12,0,2018,21,2376,1,0,0,0,0,0
17.2402370537385,4,12,0,2019,22,2048,1,0,0,0,0,0
9.73197109819383,6,12,0,2021,24,1968,1,0,0,0,0,0
24.7460703075532,4,12,0,2018,22,2180,1,0,0,0,0,0
16.0526329533593,5,12,0,2019,23,2111,1,0,0,0,0,0
24.355277365437,6,12,0,2020,24,2143,1,0,0,0,0,0
16.2268976302437,7,12,0,2021,25,2116,1,0,0,0,0,0
11.6770380303936,8,12,0,2022,26,2192,1,0,0,0,0,0
22.0962756745889,9,12,0,2023,27,2208,1,0,0,0,0,0
10.7164677032856,10,12,0,2024,28,1133,1,0,0,0,0,0
11.2384484619097,11,12,0,2025,29,2170,0,0,0,0,1,0
18.9295446659328,2,12,0,2019,20,1965,0,0,0,0,1,1
18.713255105797,3,12,0,2020,21,2000,0,0,0,0,1,1
10.5152759066269,4,12,0,2021,22,2000,0,0,0,0,1,1
11.8428467531166,5,12,0,2022,23,2000,0,0,0,0,1,1
20.5147040315072,6,12,0,2023,24,2000,0,0,0,0,1,1
15.7008816532199,7,12,0,2024,25,2361.5,0,0,0,0,1,1
23.803059342746,8,12,0,2025,26,2335,0,0,0,0,1,1
18.7889675351848,2,15,0,2018,23,1870,1,0,0,0,0,1
19.7663857135205,3,15,0,2019,24,1740,1,0,0,0,0,1
15.695721436445,4,15,0,2020,25,2084,1,0,0,0,0,1
30.1266398726432,5,15,0,2021,26,1988,1,0,0,0,0,1
24.2491485769741,6,15,0,2022,27,2107,1,0,0,0,0,1
19.2462353845517,7,15,0,2023,28,2409.5,0,0,0,0,1,1
27.6686635022239,8,15,0,2024,29,2417,0,0,0,0,1,1
35.8578263521831,9,15,0,2025,30,2397.5,0,0,0,0,1,1
20.8810240856916,6,11,0,2020,23,1000,0,0,1,0,0,0
22.3334556900754,5,11,0,2018,22,2000,1,0,0,0,0,1
9.0914853788981,6,11,0,2019,23,2000,1,0,0,0,0,1
11.9474073099405,7,11,0,2020,24,2000,1,0,0,0,0,1
21.7869175375378,8,11,0,2021,25,2000,1,0,0,0,0,1
25.1464049819867,9,11,0,2022,26,2000,1,0,0,0,0,1
23.7244279409627,10,11,0,2023,27,2000,1,0,0,0,0,1
14.6515118013005,11,11,0,2024,28,2000,1,0,0,0,0,1
28.3293648376147,12,11,0,2025,29,2000,0,0,0,1,0,1
23.0687733959646,4,12,0,2020,22,2000,0,0,0,1,0,1
16.5427200388722,7,12,0,2023,25,2000,1,0,0,0,0,1
17.751397316746,9,12,0,2025,27,1840,0,0,0,1,0,1
16.7968163909211,2,11,0,2018,19,2000,0,0,1,0,0,1
19.854608174905,3,11,0,2019,20,2000,0,0,1,0,0,1
19.4515279540467,4,11,0,2020,21,1440,0,0,1,0,0,1
